,userID,itemID,prediction
783,79,3753,8.245372
784,79,2762,8.18918
785,79,2997,8.143599
786,79,1617,8.1166315
787,79,608,8.113467
788,79,3897,8.107027
789,79,589,8.094386
790,80,2858,9.306345
791,80,2396,8.646269
792,80,1721,8.631402
793,80,480,8.585814
794,80,1197,8.585623
795,80,1580,8.469611
796,80,2628,8.4368
797,80,588,8.383831
798,80,1196,8.343348
799,80,260,8.339136
800,81,1219,6.23307
801,81,908,6.229553
802,81,858,6.080505
803,81,541,5.9392385
804,81,903,5.7819915
805,81,1193,5.707123
806,81,1250,5.664206
807,81,969,5.60018
808,81,1204,5.470981
809,81,2019,5.4493065
810,82,2028,7.344549
811,82,110,7.015809
812,82,480,7.0021973
813,82,318,6.592761
814,82,1210,6.410587
815,82,2997,6.3335037
816,82,377,6.3086267
817,82,2959,6.294099
818,82,3418,6.2490964
819,82,2916,6.248769
820,83,2394,6.909615
821,83,2694,6.737548
822,83,2706,6.723879
823,83,1210,6.7155905
824,83,3793,6.689425
825,83,2701,6.6280723
826,83,3623,6.5608587
827,83,3157,6.489309
828,83,480,6.45508
829,83,1911,6.395298
830,84,589,10.753639
831,84,1580,9.946209
832,84,2628,9.877272
833,84,1270,9.780783
834,84,2916,9.703709
835,84,1200,9.683569
836,84,2858,9.629942
837,84,1617,9.568569
838,84,608,9.450008
839,84,593,9.389028
840,85,3897,7.658553
841,85,3481,7.489958
842,85,3160,7.3343973
843,85,3948,7.319017
844,85,3510,7.296543
845,85,3753,7.2687316
846,85,3535,7.1566253
847,85,2997,7.026195
848,85,3354,6.935751
849,85,3863,6.9315906
850,86,356,6.5306487
851,86,2355,6.454735
852,86,588,6.396234
853,86,3114,6.3426366
854,86,1,5.9812837
855,86,2628,5.950906
856,86,1580,5.8466735
857,86,1197,5.77164
858,86,480,5.754286
859,86,2858,5.6857343
860,87,589,5.9448237
861,87,1196,5.932413
862,87,1210,5.9003677
863,87,457,5.566819
864,87,858,5.4425673
865,87,1617,5.431645
866,87,527,5.343765
867,87,593,5.314419
868,87,608,5.2770724
869,87,2916,5.27137
870,88,2858,9.012402
871,88,1617,8.526544
872,88,318,8.400141
873,88,593,8.033492
874,88,1247,7.9761662
875,88,2396,7.9645987
876,88,1210,7.8605886
877,88,920,7.7717195
878,88,260,7.7558
879,88,919,7.6746635
880,89,480,8.702972
881,89,2858,8.674942
882,89,1210,8.600043
883,89,260,8.318171
884,89,589,8.292643
885,89,1196,8.19722
886,89,110,7.8968964
887,89,1580,7.8536034
888,89,3578,7.682889
889,89,2571,7.6484575
890,90,2571,6.1167493
891,90,593,6.009436
892,90,480,5.9711866
893,90,589,5.9709573
894,90,356,5.944943
895,90,2997,5.716967
896,90,296,5.624343
897,90,733,5.623985
898,90,47,5.5966487
899,90,1617,5.5749464
900,91,1230,6.9754705
901,91,1225,6.9239125
902,91,1247,6.868292
903,91,318,6.6337733
904,91,919,6.6194477
905,91,527,6.540243
906,91,1136,6.480051
907,91,1234,6.477898
908,91,3072,6.4466047
909,91,2858,6.4321747
910,92,3157,6.6074176
911,92,364,6.4626384
912,92,1,6.1413784
913,92,1566,6.0890527
914,92,2628,6.0372586
915,92,3175,5.9473658
916,92,673,5.848631
917,92,1210,5.8169413
918,92,1367,5.8150806
919,92,2087,5.798761
920,93,1356,9.3137
921,93,316,9.162721
922,93,1527,8.678522
923,93,3527,8.650012
924,93,2105,8.445244
925,93,1917,8.408194
926,93,1375,8.335969
927,93,1374,8.311182
928,93,1291,8.179837
929,93,2393,8.129776
930,94,1214,5.892881
931,94,2454,5.238975
932,94,1327,5.170458
933,94,2459,5.15025
934,94,1345,5.139561
935,94,610,5.1081543
936,94,2901,5.1030784
937,94,2664,5.0995984
938,94,1334,5.0829263
939,94,2654,4.978926
940,95,356,7.8493967
941,95,2858,7.817211
942,95,527,7.795954
943,95,296,7.569685
944,95,110,7.559416
945,95,1617,7.542313
946,95,1704,7.426353
947,95,50,7.177646
948,95,2762,7.135605
949,95,1210,7.1308064
950,96,2858,11.121538
951,96,1210,10.902655
952,96,2028,10.415535
953,96,318,10.373348
954,96,593,10.261589
955,96,480,9.9925375
956,96,1198,9.863129
957,96,858,9.721463
958,96,110,9.636629
959,96,912,9.624437
960,97,1252,7.8384385
961,97,1230,7.7763515
962,97,1267,7.560104
963,97,903,7.2261744
964,97,1247,7.200441
965,97,1304,7.0244427
966,97,3334,7.014269
967,97,750,7.0110254
968,97,1225,6.979561
969,97,858,6.829018
970,98,2858,9.757218
971,98,480,9.558434
972,98,260,9.464998
973,98,1196,9.24419
974,98,1270,9.0169325
975,98,1580,8.840919
976,98,356,8.793355
977,98,1197,8.670445
978,98,2028,8.576574
979,98,110,8.481388
980,99,2858,7.761098
981,99,3751,6.8132296
982,99,3578,6.6591344
983,99,2997,6.6540565
984,99,3481,6.4320006
985,99,356,6.3796806
986,99,1210,6.289319
987,99,2355,6.277237
988,99,480,6.2491956
989,99,1721,5.941572
990,100,1196,10.388006
991,100,589,10.295829
992,100,457,9.983751
993,100,2916,9.93682
994,100,2028,9.826333
995,100,1610,9.685237
996,100,377,9.369499
997,100,733,9.346595
998,100,1240,9.276753
999,100,1036,9.255824
1000,101,2916,7.229577
1001,101,480,6.9875975
1002,101,780,6.89445
1003,101,1200,6.8600903
1004,101,316,6.5683646
1005,101,1527,6.367408
1006,101,1210,6.34875
1007,101,1573,6.3100023
1008,101,733,6.2910385
1009,101,260,6.273088
1010,102,2858,8.419292
1011,102,2762,7.3960137
1012,102,3114,6.9481306
1013,102,1230,6.776853
1014,102,913,6.769198
1015,102,1193,6.553168
1016,102,527,6.5202475
1017,102,1959,6.4804525
1018,102,858,6.3892345
1019,102,2712,6.367875
1020,103,780,8.9888935
1021,103,1676,8.507507
1022,103,2628,8.403684
1023,103,316,8.20263
1024,103,1544,8.101793
1025,103,1200,8.09766
1026,103,457,8.074601
1027,103,1210,8.070916
1028,103,1372,8.002635
1029,103,1196,7.9786625
1030,104,2881,6.751815
1031,104,2605,6.7492447
1032,104,2712,6.4361854
1033,104,2541,6.314356
1034,104,2188,6.275012
1035,104,2694,6.248848
1036,104,2433,6.1913953
1037,104,2762,6.0624447
1038,104,2598,6.030088
1039,104,3113,5.973625
1040,105,589,7.739965
1041,105,1210,7.534834
1042,105,480,7.497131
1043,105,1200,7.3539453
1044,105,1214,7.3231606
1045,105,1240,7.301149
1046,105,2916,7.3010306
1047,105,1198,6.952744
1048,105,2628,6.830625
1049,105,1036,6.648957
1050,106,912,8.317023
1051,106,919,8.004714
1052,106,920,7.700596
1053,106,34,7.5511236
1054,106,17,7.4417186
1055,106,356,7.372193
1056,106,1230,7.3649545
1057,106,1225,7.330325
1058,106,914,7.3221955
1059,106,1247,7.317956
1060,107,912,7.601899
1061,107,1252,7.31999
1062,107,858,7.2734914
1063,107,1221,7.059649
1064,107,908,6.902897
1065,107,904,6.868282
1066,107,1267,6.7995176
1067,107,1230,6.718189
1068,107,1304,6.7012105
1069,107,1214,6.683124
1070,108,3481,6.245122
1071,108,3897,6.0787735
1072,108,3751,5.9246864
1073,108,480,5.880532
1074,108,2160,5.790293
1075,108,908,5.783008
1076,108,3753,5.723815
1077,108,1259,5.6113024
1078,108,3624,5.5903645
1079,108,3535,5.5655384
1080,109,2080,7.6580286
1081,109,1210,7.598706
1082,109,588,7.108949
1083,109,595,7.0344315
1084,109,2085,7.009174
1085,109,1197,6.9865294
1086,109,2100,6.896893
1087,109,1220,6.8315034
1088,109,2174,6.8059425
1089,109,2078,6.7676435
1090,110,589,7.8309803
1091,110,110,7.5383244
1092,110,480,7.494581
1093,110,2571,7.4535847
1094,110,2028,7.387577
1095,110,593,7.0661383
1096,110,3793,7.0308166
1097,110,1580,7.0078974
1098,110,3753,6.920313
1099,110,457,6.8397346
1100,111,1393,7.4062314
1101,111,1265,7.3260193
1102,111,1704,7.2757945
1103,111,2858,7.2683787
1104,111,2396,7.19947
1105,111,39,6.8313265
1106,111,2997,6.7869873
1107,111,34,6.656291
1108,111,527,6.6397357
1109,111,357,6.6118393
1110,112,919,6.323721
1111,112,260,6.070898
1112,112,1214,6.0499716
1113,112,924,5.964752
1114,112,908,5.808773
1115,112,1097,5.7476697
1116,112,912,5.6920824
1117,112,1219,5.646757
1118,112,750,5.6333227
1119,112,1196,5.6231112
1120,113,3300,8.442327
1121,113,3578,7.2279963
1122,113,3755,6.9180408
1123,113,3510,6.9015117
1124,113,3717,6.8676577
1125,113,3863,6.819021
1126,113,3948,6.7017326
1127,113,3623,6.6896906
1128,113,1215,6.576147
1129,113,3785,6.498337
1130,114,1022,6.588177
1131,114,594,6.541894
1132,114,1907,6.283336
1133,114,3114,6.105636
1134,114,783,5.9842935
1135,114,914,5.8941493
1136,114,2355,5.8576455
1137,114,2687,5.593196
1138,114,2015,5.592217
1139,114,2565,5.4544196
1140,115,3753,6.746772
1141,115,480,6.6673236
1142,115,589,6.657206
1143,115,3354,6.6468506
